t,Ip,Ii,ft
511.0,38.66041,170.24329,-5.907501
512.0,37.955574,167.96008,-5.7819624
513.0,37.304474,165.71666,-5.6698112
514.0,36.700867,163.52487,-5.5709095
515.0,36.14963,161.34406,-5.4845657
516.0,35.644684,159.25987,-5.409689
517.0,35.19264,157.1884,-5.3450165
518.0,34.784332,155.19812,-5.289572
519.0,34.4258,153.23918,-5.2429295
520.0,34.110394,151.34238,-5.2053633
521.0,33.845345,149.46085,-5.177638
522.0,33.630554,147.62323,-5.1605673
523.0,33.456696,145.81934,-5.1545334
524.0,33.32522,144.03372,-5.159232
525.0,33.240425,142.2392,-5.1737337
526.0,33.196068,140.50784,-5.1968813
527.0,33.194817,138.76205,-5.227845
528.0,33.23461,137.06375,-5.266453
529.0,33.31294,135.40187,-5.3131676
530.0,33.430115,133.79344,-5.368578
531.0,33.583374,132.23161,-5.432832
532.0,33.777206,130.71875,-5.5053673
533.0,34.001915,129.28098,-5.5852194
534.0,34.26579,127.93783,-5.6715126
535.0,34.56236,126.63275,-5.763896
536.0,34.89021,125.41737,-5.862462
537.0,35.2509,124.247055,-5.967452
538.0,35.64186,123.130165,-6.0789423
539.0,36.060074,122.080345,-6.196781
540.0,36.509468,121.07811,-6.3206725
541.0,36.989094,120.13536,-6.450242
542.0,37.4936,119.24681,-6.585123
543.0,38.025673,118.39569,-6.724909
544.0,38.5813,117.59986,-6.8692126
545.0,39.163063,116.862885,-7.0177107
546.0,39.769974,116.17352,-7.1703067
547.0,40.39852,115.55836,-7.327194
548.0,41.049843,114.984955,-7.488806
549.0,41.725723,114.49109,-7.6554947
550.0,42.416523,114.055145,-7.8271513
551.0,43.134388,113.71212,-8.002862
552.0,43.864197,113.441055,-8.181122
553.0,44.617397,113.215485,-8.360548
554.0,45.385666,113.10397,-8.540942
555.0,46.17075,113.0172,-8.723536
556.0,46.970745,112.99628,-8.910249
557.0,47.785404,113.018364,-9.102021
558.0,48.613693,113.0918,-9.297863
559.0,49.453552,113.17619,-9.495374
560.0,50.307194,113.33422,-9.692479
561.0,51.166553,113.49492,-9.888691
562.0,52.03586,113.71293,-10.085016
563.0,52.919895,113.96583,-10.28273
564.0,53.80451,114.26782,-10.482407
565.0,54.69356,114.637184,-10.683625
566.0,55.587868,115.044785,-10.885376
567.0,56.485924,115.50087,-11.086596
568.0,57.380795,116.02153,-11.286489
569.0,58.282913,116.593124,-11.484692
570.0,59.17228,117.17729,-11.681146
571.0,60.069633,117.85266,-11.875979
572.0,60.949406,118.51729,-12.069283
573.0,61.836357,119.26592,-12.260955
574.0,62.709675,120.03951,-12.450605
575.0,63.56835,120.83317,-12.637622
576.0,64.41079,121.65911,-12.821236
577.0,65.25032,122.55666,-13.000721
578.0,66.071465,123.46836,-13.175466
579.0,66.87102,124.40744,-13.345133
580.0,67.655,125.38195,-13.509499
581.0,68.41881,126.392624,-13.668498
582.0,69.154854,127.39508,-13.82201
583.0,69.87054,128.4289,-13.969852
584.0,70.55887,129.47797,-14.111679
585.0,71.22504,130.55057,-14.247061
586.0,71.859314,131.63593,-14.37548
587.0,72.45221,132.68895,-14.496451
588.0,73.024574,133.78725,-14.609504
589.0,73.558136,134.8764,-14.71427
590.0,74.058945,135.97577,-14.810444
591.0,74.52398,137.08893,-14.897784
592.0,74.94096,138.19247,-14.97612
593.0,75.32776,139.31143,-15.045291
594.0,75.67444,140.41403,-15.105152
595.0,75.97874,141.52945,-15.155549
596.0,76.23456,142.61887,-15.196329
597.0,76.444786,143.67822,-15.227312
598.0,76.6198,144.74509,-15.248324
599.0,76.74759,145.79419,-15.259179
600.0,76.817444,146.78796,-15.259724
601.0,76.855774,147.7882,-15.24981
602.0,76.836716,148.73593,-15.229343
603.0,76.776794,149.6532,-15.198274
604.0,76.668625,150.54092,-15.156595
605.0,76.511734,151.38248,-15.1044235
606.0,76.31369,152.1786,-15.041898
607.0,76.069244,152.95041,-14.969277
608.0,75.777954,153.66028,-14.886885
609.0,75.442276,154.31226,-14.795127
610.0,75.06177,154.93932,-14.694434
611.0,74.64099,155.5138,-14.585268
612.0,74.18435,156.04916,-14.468025
613.0,73.68059,156.53708,-14.342993
614.0,73.15088,157.01881,-14.210349
615.0,72.57913,157.43857,-14.0701685
616.0,71.97589,157.82135,-13.922527
617.0,71.33684,158.16522,-13.767708
618.0,70.674164,158.44592,-13.606447
619.0,69.983444,158.70361,-13.439963
620.0,69.27295,158.92685,-13.269713
621.0,68.53505,159.06499,-13.096716
622.0,67.78816,159.15833,-12.920845
623.0,67.00827,159.14517,-12.741102
624.0,66.22516,159.09738,-12.556928
625.0,65.42786,158.9507,-12.369908
626.0,64.62889,158.76913,-12.183437
627.0,63.814392,158.49872,-11.999777
628.0,63.004395,158.22836,-11.817663
629.0,62.18369,157.88058,-11.633905
630.0,61.371418,157.50772,-11.448132
631.0,60.561253,157.12051,-11.263468
632.0,59.76278,156.74559,-11.083846
633.0,58.969303,156.35663,-10.909988
634.0,58.17472,155.9059,-10.739334
635.0,57.412727,155.47815,-10.569526
636.0,56.647263,154.9739,-10.401239
637.0,55.89753,154.4613,-10.237225
638.0,55.176292,153.8851,-10.0791445
639.0,54.460964,153.29294,-9.926253
640.0,53.760403,152.62488,-9.776691
641.0,53.084553,151.92036,-9.630024
642.0,52.43427,151.0983,-9.488681
643.0,51.80373,150.21631,-9.356512
644.0,51.196594,149.24165,-9.235176
645.0,50.611973,148.11044,-9.121017
646.0,50.050236,146.891,-9.006119
647.0,49.50596,145.65463,-8.884722
648.0,48.995533,144.48581,-8.761313
649.0,48.512566,143.41089,-8.655663
650.0,48.040867,142.56927,-8.60139
651.0,48.015465,141.89319,-8.638826
652.0,48.76471,141.43231,-8.80389
653.0,50.16871,141.0882,-9.118066
654.0,52.187584,140.93799,-9.584335
655.0,54.741302,140.81982,-10.190445
656.0,57.814396,140.83832,-10.917401
657.0,61.340187,140.98964,-11.748087
658.0,65.299934,141.32274,-12.672573
659.0,69.736946,141.84544,-13.688009
660.0,74.53519,142.59314,-14.795761
661.0,79.79614,143.60944,-15.996551
662.0,85.41179,144.95195,-17.287523
663.0,91.42336,146.6945,-18.66119
664.0,97.76349,148.75497,-20.108625
665.0,104.44971,151.22382,-21.62246
666.0,111.481384,154.12381,-23.19871
667.0,118.7571,157.41641,-24.833723
668.0,126.26351,161.08833,-26.520584
669.0,133.95964,165.18152,-28.247713
670.0,141.81276,169.7195,-29.999416
671.0,149.7039,174.58047,-31.75881
672.0,157.61073,179.8535,-33.50858
673.0,165.43886,185.51007,-35.231693
674.0,173.11107,191.49324,-36.91023
675.0,180.54459,197.8268,-38.52607
676.0,187.62952,204.4522,-40.059036
677.0,194.29514,211.29398,-41.488064
678.0,200.43855,218.38783,-42.79082
679.0,205.94469,225.65071,-43.94478
680.0,210.73903,233.04886,-44.92788
681.0,214.72018,240.5152,-45.7204
682.0,217.82915,247.99709,-46.305664
683.0,219.99762,255.49095,-46.670326
684.0,221.13437,262.86096,-46.803726
685.0,221.24745,270.0967,-46.69802
686.0,220.29007,277.08087,-46.349754
687.0,218.33456,283.7835,-45.76381
688.0,215.37993,290.1737,-44.95523
689.0,211.52168,296.14725,-43.94558
690.0,206.85736,301.7083,-42.75776
691.0,201.49173,306.74615,-41.414665
